Median.Earnings.2010.dollars
53049
47618
33074
35472
42906
25969
29500
37916
30061
34410
38553
32003
33739
33035
37566
40779
37455
27855
33721
33484
35577
37948
41287
26195
34822
51013
31365
36088
32643
33649
34418
27117
31790
37851
39290
36158
41740
32993
39213
37365
40102
49667
28754
27041
54633
33085
32080
38859
39753
31744
41556
44859
24742
31032
32771
32584
32733
48296
67135
25586
35646
34440
43098
36044
37639
21611
32574
47077
58517
70524
45481
62912
61004
46845
60472
46111
38122
69844
57347
58073
59847
39794
68670
43147
68744
49466
52294
40756
58000
58550
54508
60297
30883
42752
49331
35177
30651
43677
43051
37430
39299
49592
33818
50424
36446
37723
44293
49833
33952
40562
40609
38129
37042
34421
52417
35532
31047
36955
33789
27321
33433
31976
35472
40402
34538
37475
37780
39672
33938
35080
31350
29586
34952
46199
38514
30191
36690
45347
36391
31786
37243
32543
35888
29883
30405
35092
32326
29084
32869
25944
35070
37260
36015
50021
34547
31438
37806
32169
28637
32032
32896
30965
35971
39054
26933
31569
32130
29938
39040
36898
44733
33401
29825
53430
29633
27896
38724
35279
28933
29182
36934
32142
39692
39974
27003
33522
66937
44241
49516
41168
50745
44981
73678
35438
65201
44869
40859
38254
39261
44507
45045
44020
35914
50093
52595
43596
82383
42222
40339
41730
34579
52768
53735
62893
54154
70727
68330
41421
53981
52655
58194
52270
59759
70883
49742
53620
82413
56243
84627
60247
41058
42800
36001
62948
58703
47442
46188
38188
35207
42377
44751
71418
54433
41045
52785
36339
58152
46165
33086
33702
62215
76006
42420
44464
64822
32254
27305
34569
42951
40288
45415
40511
97806
69182
78550
51553
40543
60456
63024
55818
47698
48195
31696
43691
64181
37600
39498
43565
53029
54739
37700
39230
40637
47324
45645
55913
41074
44002
43209
34360
54920
66400
44064
65568
34488
39107
59308
37300
60506
30985
37001
62368
36749
60087
59966
40914
52334
43361
74634
60028
66076
70805
57070
61792
74868
56564
51490
59877
48582
60729
40656
45802
44364
39454
46331
47917
34054
41991
36174
57913
53341
34870
33966
30967
46112
41428
45685
34522
35704
38517
39089
39403
31820
33732
37220
37867
34469
46043
33696
47525
37351
39113
36001
42343
44377
42393
32197
37815
31942
44990
37162
49539
40145
50388
57605
51173
35417
45105
42165
49891
42184
42628
41184
33300
60841
39378
51208
46047
57381
45165
39259
35343
40523
41368
47566
44622
35378
36601
28579
31692
33950
36091
42196
52391
43825
29910
32859
36220
38513
35732
32067
65478
31943
30688
43777
28618
48967
30496
45242
47337
32316
42728
46292
33990
63520
34000
27080
36595
30428
59471
33527
32010
64435
32244
56407
41593
35232
40161
51127
33288
47068
33731
32216
31200
52887
30572
32674
60017
32888
30985
32427
33253
79276
38289
81629
36109
53580
39710
36433
42993
40656
31297
36001
57848
40316
47238
23887
39046
62264
33753
39614
59371
54977
32859
50409
43443
32380
29683
27682
28332
52215
40001
33430
36568
61489
39697
35201
38243
36486
44309
36559
35681
27324
41267
33534
35287
32015
31094
49839
35133
45804
39911
36359
48989
76298
40936
61496
38024
48532
37262
52411
36468
36665
40037
28102
37990
26863
37866
53899
37761
30925
30604
38451
34445
26659
31871
29933
26863
35039
30748
28414
31143
35539
34702
32002
38207
30809
39422
26845
35232
37540
33461
36854
51913
33176
29764
33199
36562
31216
29834
40120
40117
31442
30451
35530
37436
46444
67519
52714
56206
50909
34730
40946
39469
36906
43571
59191
46871
40119
49979
37037
41368
46483
42419
49208
40739
41387
38124
42575
40475
43936
38407
40110
37751
35715
50123
40229
43826
40942
34757
37742
39517
36202
39802
43580
44425
36670
39724
39555
36129
52272
42007
45248
35774
41734
29278
46364
57323
43640
45580
45772
47032
43183
45803
44253
44312
38091
52650
38242
51457
41612
43448
52106
48662
48469
72470
39386
43044
49001
38966
48622
32853
40749
37287
40399
60130
40670
41520
34228
43212
49262
43873
32739
46000
40527
54278
45972
41743
65430
45707
79542
39409
74594
49414
37428
48749
51427
48311
37890
69290
59719
42206
45995
51706
38182
48647
42529
39636
58075
46871
69731
42468
43753
47459
53402
50166
38916
54350
37172
37926
33262
52564
46410
40893
45114
47027
37170
51057
45481
48890
45474
49280
42869
50737
39764
38534
42129
43881
51209
40630
39964
45606
71344
43004
44336
65931
43121
47014
49045
47520
38637
66023
46770
49966
38859
44775
42233
47229
39358
42318
55817
49551
46781
36362
51885
42168
36734
49117
43947
48938
40856
45383
35976
41504
82054
62195
48775
66080
40732
41786
46530
46562
55267
38117
41654
41869
58695
39123
47811
44151
45252
44039
41305
39449
39393
43283
43854
40466
38348
41853
53738
48043
45269
47937
35999
42658
42749
41446
39684
56648
56159
41794
44437
40806
45951
45464
42316
39134
46619
47726
38317
45431
42481
42268
41722
54171
44337
41024
42613
39089
42990
50349
59195
39945
36424
45492
43487
49989
45540
39781
45881
35352
45563
54283
44046
51723
55606
50026
44795
49703
44859
49536
40867
55413
43982
46305
45083
43016
44395
41940
46577
45637
68568
40145
34250
45910
42191
49295
49493
41519
41163
42233
45383
47513
46947
55302
48064
46574
48195
46411
50845
43228
40919
46300
47035
52592
42274
46565
40158
51014
46600
42999
47930
40363
54806
50301
39207
51491
52351
45211
52845
45911
57359
47406
43052
42631
41068
47583
44209
51042
40960
43360
61292
44225
54328
47870
48929
36810
42888
47800
49056
53705
49192
48833
42768
39977
37833
38569
62036
47118
35867
39565
48933
51248
42672
46384
44456
39662
41054
41659
42565
43675
37192
40464
55182
39683
34772
36204
35730
41715
46421
37539
49727
38207
39155
35407
37081
45037
45202
47335
41800
32619
42409
41622
46697
43876
46965
43691
41263
40049
51460
51828
47625
35146
42586
37468
46941
51257
43338
50709
52592
37640
71389
49426
46574
41166
39683
44288
60848
39442
43509
42297
39258
54881
45899
43584
48634
58445
42946
37495
44417
49526
44056
38363
51717
40386
45221
36519
53086
42658
42071
52861
43987
40211
41717
38331
41687
45523
38487
38595
36575
43927
46925
45996
43449
45359
46699
37927
38120
39980
49580
50070
47113
45797
40178
50740
43553
40956
45918
37078
33134
37805
30177
35617
52660
41776
38000
32091
26911
64005
39219
38029
39241
42056
28045
35428
51409
35162
36255
39038
47341
38182
42192
34303
26612
36542
45016
24081
27133
33966
