Median.Earnings.2010.dollars
27382
41878
34849
29335
29486
45820
33141
28589
46323
30662
42761
40834
42690
34811
32970
31423
40752
46729
44203
28503
42124
31733
41309
40806
39087
39738
26462
42535
43503
34260
51049
30693
25965
37863
34712
33313
24908
30597
33410
29453
32864
38608
37316
39588
41585
24691
38580
41945
28943
36816
43825
29575
36795
46671
28061
41985
28538
28074
37678
30502
37614
43330
36306
35975
75724
40413
22335
43517
31604
30302
32041
33026
32844
30900
35145
29478
56791
51845
40905
62579
35962
36173
42387
44533
41209
41001
38618
26683
41516
29813
25968
55962
36814
35711
62069
43503
31523
43672
31421
48957
37739
40928
34855
47100
31325
34274
29891
37379
44911
25442
42347
31736
30105
38225
40914
40140
36312
46500
39246
48295
48436
41563
36532
53125
25565
29526
32055
36525
37728
49781
41277
39693
32711
32646
36604
38700
54553
32936
45829
45987
33466
39444
40193
59389
37454
26976
47847
36863
43498
43752
30950
35861
46783
32143
48917
33447
41831
36344
57424
39034
41106
44725
42593
45520
38789
42602
34420
52071
36249
37986
32847
54076
37083
80908
62300
86536
55480
80291
61506
83078
39630
80216
43637
71848
100992
49017
88559
69524
78503
81559
38134
56806
51610
47702
55492
38186
54871
44792
51361
56320
61604
49361
46356
57558
75364
67969
79899
71555
49584
61079
33853
36749
45879
36289
42083
34116
38819
50062
43845
43136
40540
37629
42665
42420
43530
36508
36253
31882
58790
38661
39085
41657
52300
45875
39271
36064
31998
47442
40227
41360
34828
38274
43414
42719
33985
34911
35644
43465
43957
38810
47897
38768
28526
49759
55149
45887
65729
35813
37072
49348
37479
44239
38776
36193
40253
50430
36931
50777
36701
33294
39075
38846
60392
37629
34595
36566
37840
31303
43601
53454
36376
32401
41714
44706
41535
39646
37180
45444
40808
43659
56177
39421
36316
38646
65732
43970
40308
49736
40829
46835
43924
48959
81935
40580
44717
63237
48395
41913
43694
44219
45068
69688
60398
48434
44645
45476
42250
55687
44039
59252
50732
42021
55431
45813
50251
42737
44926
43980
41695
44852
47499
39391
55946
43358
49218
53426
35978
47504
47910
49784
41944
42898
43122
50262
58065
44777
41375
61362
44096
43256
42035
44880
46500
45149
50224
44964
46906
49896
55905
44751
47212
42087
78307
69699
47048
50195
51069
48885
43357
40183
41666
51702
36412
50149
77591
43699
48611
42113
66714
46595
28587
33299
31799
29317
27586
28984
30281
34436
31702
31632
22750
31999
30777
25719
31275
32900
58979
32555
32375
43487
37348
32715
42255
41522
37265
22536
24205
27124
37134
45766
32501
24671
27988
35696
27711
38725
49742
34199
36844
31672
41026
26037
35523
35774
57089
31026
35443
34468
30197
34698
34123
24699
33008
32377
39424
34470
29601
37493
33940
25507
51007
32711
24987
34843
36912
37975
26921
27352
41465
33223
33775
29808
37403
30278
37578
25559
32355
32798
27622
31021
31644
28474
32015
53150
43587
40899
34838
36851
39265
30920
36972
42202
41210
32919
39216
47098
42955
44569
39071
28524
57368
31542
39800
48041
36809
55835
51846
52835
41925
34555
33452
37589
38279
41804
34327
29830
29372
47530
39688
35755
38059
35017
34324
37016
27957
39141
39383
33211
33059
44620
37565
52841
43327
33076
35688
45621
38800
36501
50307
35323
39821
33352
37130
33841
38877
39975
35184
34266
30252
44475
36950
38145
34374
32921
40955
39823
27646
49058
28709
28152
43200
36882
39765
37169
67791
34837
48374
32643
43763
37537
50278
29819
29213
65281
30998
48031
35630
55290
37537
31978
36272
37457
26600
37829
35994
37788
33932
34281
32076
34985
49157
32823
28626
42966
34246
29608
32767
35952
34507
31724
40730
42256
34240
41827
38434
39469
39453
44548
36135
48347
37669
42278
49354
36638
32460
33265
36448
39678
58241
35631
35558
50889
31851
33908
39062
42174
29026
33333
44084
36188
37835
29656
36144
35091
36550
36872
32963
39409
49444
35141
44683
30710
40974
37851
51830
41211
39076
44175
39931
40522
29187
37508
48059
45149
40652
34804
37151
31119
42265
47640
34564
34659
45307
44360
47490
59392
43923
43271
38977
49417
46199
45039
45234
39801
43351
36333
43899
40325
43505
41435
50270
37071
47551
39516
40359
39234
45169
32677
34998
49286
40151
34968
46807
55535
45732
40125
36329
44835
34687
45091
41131
42038
53293
41493
31764
40455
36806
50197
46616
42257
34805
33950
43491
43244
40465
41950
45292
36985
48980
34294
45820
49532
45521
52031
48665
40830
37980
34679
43489
69501
55070
40088
55507
36228
37852
40362
50352
41488
35901
36343
38036
65554
43061
37647
34357
46247
48235
51427
57176
66210
40929
58391
59960
70176
42637
47108
39940
41054
44684
57763
50839
49376
49386
53851
48236
49126
37708
50834
67650
60932
73402
52527
50549
51457
77059
73788
56939
51585
49964
52288
70012
53547
97532
70228
75890
80462
91403
56924
53363
55274
93777
81330
65937
69658
47405
28427
34681
33782
36468
36085
31442
35584
43240
36756
28402
30941
30280
43171
38623
105987
27257
29473
29321
36628
27856
36570
33068
52778
44155
31762
48507
26240
31254
32940
36588
33195
40552
53783
41384
32674
43920
41266
48453
39981
46130
41418
44193
50620
41903
40252
68831
46773
42053
41062
39939
47387
45070
45474
42876
43448
42047
41093
50094
50270
49564
40035
90294
63188
44006
46409
50298
53137
65512
44783
44371
42837
82585
52486
51720
69163
79798
40008
65508
52062
47350
46870
45961
45231
81235
43882
50043
50156
51194
50269
46629
50213
76993
46846
43820
41519
40441
32210
32268
31965
35568
38194
30586
31637
44186
42846
38541
49355
36860
59522
43356
37115
41782
53958
32963
36176
35314
38392
32518
41791
43356
53939
50203
40618
46957
34672
48023
33146
44443
45592
40332
43010
31863
45828
38428
42415
30861
40956
39987
43589
32410
43679
35206
46576
36741
46922
38578
41999
36455
45332
34383
36229
36158
34814
52363
35032
34608
47705
42315
46129
32168
41969
51434
41442
39381
43573
40772
42621
39519
44756
39648
31568
30627
38063
38658
35057
37047
31805
42854
43178
36622
36109
40652
31732
64486
34000
61594
32574
33293
38923
40274
34886
36645
41095
36934
40082
45884
32884
50921
48504
49656
49575
55565
50932
47456
42517
48992
49682
39557
36823
46599
38425
45258
33842
42126
42943
34978
50019
38380
40157
34285
51641
52457
63921
49798
49694
41291
55742
48378
38030
44795
48302
56123
48821
31725
49830
35771
28338
47210
49736
52558
46466
47502
50061
46938
46952
42540
56689
33549
41196
41734
38762
35557
50103
37913
41892
54359
39414
46577
40524
56628
44324
36985
37227
39467
41407
42023
45792
85628
43935
55805
40250
47621
49909
37923
63172
52056
35654
46359
49918
40710
36074
46136
38643
40017
39917
44632
36791
36800
46937
52854
36551
51247
44436
50092
39200
48295
38205
41314
63582
33194
48521
49195
38015
40885
35634
47080
40485
38013
50707
43791
39387
49926
35051
49287
47615
53920
41462
41318
44346
35860
42642
46062
42805
45768
40389
39580
63233
44338
34977
67172
41231
46157
41791
49344
43753
30190
35615
33304
48158
41277
44558
36925
36077
57018
37316
33393
29476
36183
51468
33472
43394
39941
36407
41331
40741
32878
39731
40851
38827
37689
44036
37938
33199
28914
41437
32551
30699
39565
29992
32247
38775
48255
31850
35306
33624
40076
49006
41784
51767
30708
33771
44736
34924
40253
39629
38528
41580
38040
31423
42758
36119
41589
34998
38550
36874
38154
38514
38259
30070
44595
56107
33080
35250
40996
44313
30364
44231
56216
45957
40523
37981
48584
37868
49156
57960
44234
50707
36216
39867
36994
46631
36991
45827
36792
36441
49490
40603
40888
36102
37370
36167
40545
38302
43019
32412
44725
45652
48018
49504
49295
40797
43691
41192
38522
41711
60555
31983
50288
54415
47490
42711
44020
38548
51631
41095
43060
70960
54363
40494
36278
45698
45154
83829
37740
37025
38423
41898
38302
56288
51670
59038
42750
42341
35442
34736
49541
43947
41927
40947
40538
37911
45810
42081
51784
39047
51142
51426
41745
40825
39679
40244
37163
54111
75369
47518
56369
36503
51390
34667
54674
40472
40384
42016
39542
34026
43583
40651
44997
39351
41008
47823
43627
46468
46899
55960
60631
54665
67431
45572
67195
34658
43196
24615
38851
29101
30898
55266
49284
37507
46187
35223
34908
32483
30913
32446
33772
28665
51132
41501
32261
38914
38340
45666
35619
33367
40697
35533
42174
38312
36345
29756
51523
34963
27917
28630
39054
42671
32699
40110
45944
39570
41888
36554
34125
28083
51403
43934
39504
31183
41580
48290
47803
42604
20577
38767
38767
35122
42413
40492
44999
27233
46565
40972
37186
45772
31374
42472
48588
36993
42633
45436
31962
38900
49091
43683
53987
37407
54989
41592
38926
30499
37924
38019
47775
46388
45424
74100
39774
44915
35675
40437
48120
30003
45947
49954
47162
45999
31033
44502
39057
43361
27307
44272
50944
48026
26393
36390
47912
65142
37506
45297
25669
45917
39057
32346
33366
41736
38558
31699
36246
34566
31145
51106
39492
29227
28014
28832
39321
37945
36214
43825
35134
35726
43353
36735
53935
29088
40247
35711
35466
33291
34649
27494
38711
44132
24891
31747
31883
37164
34310
36347
36247
35948
35739
38300
31093
37279
29219
44074
27142
32741
34637
33495
41022
47206
38183
33139
33036
40670
37672
40052
45445
36584
35833
47258
45066
35322
38530
33230
31486
30016
35083
35225
36308
42620
51074
51815
29792
38082
39349
43859
39330
40329
36337
48502
47824
35824
35976
32533
31455
33265
41702
32334
34782
33251
82273
56270
40482
51339
38954
38516
51895
48738
42439
50154
35476
46678
49812
32111
36462
49338
47724
46981
47938
40732
42272
64242
37468
37200
35931
26027
37512
41273
49195
41749
42745
40614
31624
37704
51311
34556
35973
69491
34910
35171
47434
35496
35754
30637
77862
32949
41395
61573
34878
33711
45428
45431
31892
50356
42329
33332
30666
37454
46909
33938
36638
36193
68671
36611
32669
29685
34967
30365
32913
42339
32643
57929
36064
38068
30576
40891
45123
35794
33345
31479
76758
40579
42266
30820
39111
57124
38400
47216
54354
42646
34166
42701
44356
41623
39959
58799
35640
29302
38179
43338
33640
49556
50437
44506
57589
30845
57051
55391
37137
33070
38583
40334
52633
40446
33198
39022
26993
41841
46035
52857
41510
42097
37495
46122
39756
34077
36404
52360
35193
34970
56899
68301
33502
37318
42064
36126
48003
35725
37418
31054
38852
34251
47772
28834
39468
45661
40847
46770
37438
46347
39091
40102
50188
41757
36145
32469
39620
44541
35189
32173
44863
38802
39874
27710
47099
30277
53482
36799
36108
34877
42415
65483
44680
34451
35672
35854
37864
36429
33981
41899
50979
43739
45264
39595
48621
57092
38619
39118
38747
35323
30357
40966
57862
48667
31490
32128
32623
39582
58372
36935
81113
32628
43318
34034
31729
42770
44307
34264
32831
44063
42685
34490
41518
44249
49582
24497
38002
49064
36687
51386
33786
52482
41558
35683
34495
37273
37818
39004
51905
34045
37914
42508
47407
31941
36647
41476
46566
37160
46313
41625
44245
34878
36097
41228
39299
38913
28307
66152
55992
45237
52117
40149
48953
40490
29915
22948
44077
55534
47367
45244
41248
64840
53196
51205
42668
39726
39980
51917
43939
45810
71484
35233
51902
56664
37259
39999
44830
74535
60541
54090
54385
61593
48247
42456
53612
51967
47161
40219
56016
34947
51296
54907
47994
48008
36515
43600
51334
43045
48804
37312
61845
43110
49057
42063
44479
93231
50534
41266
51656
39975
63528
36806
29712
37568
42158
52779
34796
45916
33899
69190
67962
44882
56897
39394
32955
50535
43125
102726
83176
44188
63869
40931
62173
40773
58893
81938
31930
57592
38702
35879
72319
59128
32669
35793
62224
74241
44277
77200
64205
44296
31116
119075
50101
35260
49389
53418
35196
45686
42827
47368
67979
35308
46320
36975
53837
37970
33678
41031
70025
36100
59346
91290
41184
57499
40596
57720
44502
49158
34460
33797
46016
35437
43232
72463
93185
46112
37019
35485
55758
39690
45291
36789
37624
77070
78023
35664
33149
37629
42686
67674
48883
33962
31153
33255
83413
105124
36454
43460
32061
50923
37179
37226
41298
36397
64274
67948
29887
49228
41015
33662
32435
79229
42740
34009
39214
37486
46636
40855
62419
63354
40256
46285
41008
41099
39340
59409
45561
42111
55144
41244
43031
48113
35721
49873
41482
42514
40281
54714
45600
66147
57107
40376
42510
40109
48746
46062
35682
37832
39035
56446
50836
54600
47804
63391
46881
41147
60672
44740
43119
49999
39251
40503
31634
50923
38126
32606
38197
36274
29084
31232
34444
30856
31558
36487
35456
33991
38501
37002
40441
38600
63156
43110
34734
34119
33202
24133
38856
37206
36279
32366
38629
31915
42247
34637
40636
35945
38997
36733
40416
31289
42529
52942
37915
35176
35170
31362
29261
36846
33915
36122
35893
36360
29083
36390
36037
39456
35872
42347
36651
42805
40155
51330
44088
38774
62173
46479
40136
54304
37649
58958
50996
45990
40930
47442
43901
41928
50327
38735
42256
51019
43571
51738
35532
38812
50963
40228
52028
50099
47271
46595
37762
45092
48059
50192
38099
43976
31509
40582
44941
44421
44038
55556
73471
43912
57111
46871
49652
41116
51712
40685
47128
35757
64990
47531
37858
45139
50397
43942
43425
45059
37154
52823
38474
61955
71176
47121
42590
49166
45226
40430
44137
76441
52935
58599
53961
45998
41226
40126
56475
50278
58175
52101
40683
50058
44288
51926
73855
67508
68358
60532
47831
48653
