Median Household Income
54487.0
56460.0
32884.0
43079.0
47213.0
34278.0
35409.0
41778.0
39530.0
41456.0
44188.0
32691.0
34061.0
38512.0
43483.0
48632.0
46572.0
29758.0
36441.0
35010.0
37374.0
41543.0
40523.0
30488.0
37128.0
54553.0
35096.0
40972.0
38403.0
37049.0
36976.0
26559.0
35381.0
41426.0
42910.0
41407.0
50109.0
38358.0
44124.0
43107.0
47749.0
52181.0
32011.0
30681.0
61193.0
34794.0
36386.0
42117.0
45233.0
36639.0
45111.0
46843.0
25221.0
35968.0
35172.0
40283.0
38617.0
57856.0
74212.0
26814.0
40555.0
40169.0
47483.0
39511.0
37575.0
24216.0
38644.0
63991.0
78151.0
83959.0
46634.0
68026.0
72378.0
52250.0
73427.0
53471.0
53884.0
82011.0
68501.0
67125.0
74683.0
34341.0
44310.0
71793.0
55974.0
74998.0
53692.0
60540.0
48888.0
72795.0
65112.0
59412.0
69755.0
56747.0
57687.0
37906.0
34040.0
45151.0
53643.0
40747.0
46714.0
61110.0
34285.0
58742.0
42003.0
37440.0
47644.0
52642.0
39090.0
49824.0
42998.0
39726.0
41277.0
40147.0
64072.0
39881.0
34114.0
33507.0
37145.0
29527.0
37247.0
36037.0
42397.0
45256.0
35322.0
41892.0
44091.0
42941.0
37627.0
40970.0
33679.0
32392.0
40441.0
50909.0
40091.0
33451.0
42087.0
54411.0
45208.0
38769.0
46313.0
36166.0
42520.0
36987.0
35098.0
38485.0
37205.0
32288.0
39015.0
26912.0
35419.0
43567.0
39361.0
56247.0
39059.0
33950.0
38412.0
35846.0
32906.0
36435.0
37612.0
33107.0
36016.0
43819.0
29073.0
34821.0
36125.0
32941.0
42916.0
40340.0
47966.0
38647.0
39675.0
63618.0
34245.0
29747.0
42559.0
38697.0
32379.0
31955.0
41546.0
38166.0
46367.0
44329.0
30400.0
38658.0
89472.0
57481.0
59789.0
45097.0
57990.0
54861.0
90920.0
39458.0
75100.0
48323.0
46141.0
43164.0
43327.0
53350.0
49812.0
51320.0
40818.0
49793.0
61308.0
49467.0
103488.0
51233.0
45247.0
47442.0
42890.0
56574.0
62999.0
73112.0
60501.0
81642.0
85326.0
53646.0
59951.0
59728.0
73298.0
56194.0
70693.0
101873.0
59038.0
69517.0
107075.0
66360.0
110843.0
75929.0
46663.0
48099.0
40875.0
73200.0
73496.0
54060.0
51283.0
40585.0
38727.0
45768.0
50431.0
79470.0
63645.0
46054.0
65442.0
37057.0
70866.0
51998.0
34070.0
33951.0
74772.0
86870.0
49877.0
50558.0
68699.0
34390.0
27211.0
35873.0
52021.0
41798.0
61038.0
46791.0
112399.0
79556.0
86693.0
63610.0
46372.0
69161.0
65472.0
63875.0
53753.0
51717.0
34626.0
46671.0
74342.0
43951.0
48272.0
49064.0
58499.0
66561.0
38224.0
42969.0
49407.0
49825.0
52641.0
54151.0
40679.0
43285.0
49129.0
36773.0
66813.0
68535.0
49046.0
74576.0
40164.0
44644.0
58980.0
41128.0
71322.0
33973.0
44652.0
67251.0
42518.0
70265.0
63966.0
46304.0
63609.0
48963.0
89954.0
69341.0
76323.0
80190.0
66012.0
70258.0
81369.0
60869.0
53994.0
67246.0
56618.0
74093.0
45294.0
51904.0
48843.0
43058.0
51214.0
54055.0
36708.0
44935.0
40009.0
57476.0
62397.0
41667.0
34146.0
34146.0
51948.0
45004.0
50863.0
37479.0
40865.0
41721.0
39607.0
38381.0
34517.0
37612.0
39911.0
46225.0
36864.0
54509.0
41110.0
49813.0
37358.0
43453.0
40653.0
50125.0
52989.0
51041.0
33092.0
38900.0
33721.0
51770.0
39629.0
55917.0
45886.0
63892.0
67967.0
58009.0
37689.0
51312.0
50716.0
57607.0
46326.0
49974.0
46289.0
37526.0
78544.0
45509.0
62668.0
55088.0
61253.0
56568.0
40572.0
40180.0
43795.0
45356.0
56158.0
54686.0
34787.0
37954.0
33318.0
36873.0
35452.0
40683.0
43370.0
54893.0
52497.0
32644.0
39174.0
38115.0
41447.0
37675.0
33676.0
77244.0
42083.0
37410.0
46141.0
33478.0
53130.0
32970.0
50598.0
53740.0
38948.0
52746.0
44097.0
37345.0
78668.0
36692.0
27648.0
44598.0
34777.0
70950.0
38704.0
34931.0
74908.0
35518.0
71114.0
44014.0
34211.0
36213.0
61229.0
36136.0
56053.0
35779.0
40591.0
35750.0
59665.0
26934.0
35892.0
63776.0
37131.0
32495.0
34689.0
41487.0
83145.0
46634.0
101804.0
41543.0
62824.0
46332.0
41412.0
48691.0
45705.0
40234.0
47194.0
67197.0
46828.0
55308.0
30616.0
43196.0
70724.0
41247.0
41994.0
67150.0
61795.0
35866.0
55426.0
48473.0
35538.0
33680.0
30611.0
32201.0
54155.0
44575.0
35690.0
39037.0
62972.0
44154.0
41494.0
44542.0
41331.0
47287.0
39642.0
40788.0
31358.0
47151.0
38734.0
34508.0
42771.0
33490.0
55626.0
39074.0
55347.0
43203.0
40895.0
51167.0
88570.0
45319.0
65480.0
44330.0
57637.0
42908.0
56901.0
42470.0
36611.0
44785.0
30483.0
41913.0
31662.0
41128.0
56689.0
43396.0
36414.0
34986.0
43065.0
37920.0
24945.0
35764.0
36482.0
30133.0
35567.0
31637.0
32327.0
34018.0
40199.0
39982.0
36765.0
42439.0
32100.0
42955.0
31969.0
38507.0
47948.0
34039.0
40814.0
55267.0
34643.0
36789.0
35542.0
42017.0
36329.0
29532.0
44980.0
46796.0
33858.0
33735.0
47309.0
40122.0
54684.0
80012.0
63164.0
69699.0
61571.0
42310.0
48453.0
45875.0
45285.0
51586.0
66210.0
50123.0
48097.0
59293.0
42725.0
41706.0
49153.0
48461.0
55152.0
48983.0
42050.0
43626.0
45591.0
45003.0
54427.0
46465.0
42027.0
46948.0
42049.0
61156.0
48590.0
52019.0
43767.0
39934.0
41092.0
47754.0
41199.0
48903.0
50030.0
46596.0
35866.0
46595.0
45933.0
39285.0
60745.0
49415.0
58738.0
41647.0
51130.0
33344.0
53631.0
62081.0
51826.0
53410.0
50952.0
50330.0
47511.0
51032.0
49324.0
49937.0
43478.0
61013.0
42066.0
60025.0
46374.0
49733.0
59586.0
54926.0
55891.0
84999.0
47062.0
48884.0
51809.0
46290.0
51861.0
40246.0
49503.0
39634.0
44378.0
71969.0
47855.0
51721.0
39143.0
47792.0
55287.0
47589.0
34982.0
51120.0
45746.0
57243.0
54169.0
48359.0
73684.0
54624.0
91952.0
43277.0
83344.0
56543.0
44774.0
55563.0
54339.0
53052.0
44460.0
81570.0
64271.0
47786.0
52483.0
56297.0
45698.0
54807.0
46962.0
42833.0
62966.0
56661.0
83139.0
46997.0
48600.0
57447.0
58812.0
52380.0
48423.0
65797.0
41671.0
42917.0
35875.0
65902.0
50681.0
46497.0
50952.0
50598.0
40690.0
55090.0
49566.0
52386.0
51069.0
56414.0
45863.0
60590.0
45476.0
45247.0
50195.0
48346.0
58587.0
45583.0
44874.0
51567.0
81640.0
48112.0
50296.0
73055.0
51517.0
51329.0
59765.0
47218.0
42588.0
80634.0
56323.0
55708.0
46287.0
51837.0
50185.0
53862.0
46210.0
49237.0
63876.0
51999.0
52599.0
41404.0
62852.0
54582.0
44673.0
58703.0
43571.0
57674.0
46662.0
54690.0
40177.0
46019.0
92406.0
70655.0
57573.0
78464.0
45356.0
49204.0
50138.0
51871.0
56034.0
46949.0
51534.0
50425.0
67215.0
43897.0
56010.0
60402.0
53600.0
52763.0
47997.0
45853.0
45300.0
53767.0
51008.0
47650.0
44442.0
51527.0
60482.0
51183.0
52318.0
54422.0
41077.0
46069.0
47599.0
48905.0
49578.0
67302.0
61619.0
47243.0
50896.0
46750.0
55129.0
50412.0
48960.0
47738.0
53019.0
58217.0
46602.0
54071.0
46706.0
45337.0
51385.0
60756.0
46862.0
46750.0
51425.0
43560.0
51561.0
55466.0
65809.0
48939.0
42983.0
56054.0
47439.0
54873.0
53416.0
46939.0
49439.0
39124.0
49560.0
63069.0
50887.0
60421.0
65733.0
57228.0
52344.0
54970.0
50767.0
56292.0
47897.0
63672.0
53109.0
53534.0
49197.0
47753.0
53549.0
53809.0
49850.0
51473.0
82123.0
49636.0
36808.0
56747.0
48991.0
58019.0
59403.0
48035.0
52192.0
49771.0
52860.0
53861.0
48769.0
64146.0
55531.0
58920.0
57222.0
50616.0
